"date_value","dc_district","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Drug Possession","Drug Sales","DUI","All Other Offenses"
2014-01-02,"01",0,0,62,0,0,0,0,0,0,0,0,240,0,0,0,0,0,31
2014-01-02,"02",0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,50,0
2014-01-02,"03",0,0,0,0,0,0,128,0,0,0,0,166,0,0,0,0,0,36
2014-01-02,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"06",0,0,0,0,0,0,0,0,0,0,0,106.5,0,0,0,0,131,229.5
2014-01-02,"07",0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,113
2014-01-02,"08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5
2014-01-02,"12",0,0,74,0,0,144,0,0,0,0,0,0,0,0,146,0,0,84
2014-01-02,"14",0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,1772
2014-01-02,"15",0,74,0,119,376,0,0,0,0,0,0,69,0,0,77,925,607,129.5
2014-01-02,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"17",0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,152
2014-01-02,"18",0,0,0,0,0,73,0,0,0,0,0,39,0,0,0,0,227,91
2014-01-02,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,91,0
2014-01-02,"22",0,0,0,104,0,0,0,0,0,0,0,59,0,0,356,110,181,448.5
2014-01-02,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610
2014-01-02,"24",0,0,0,0,0,67,0,0,0,0,122,0,0,122,144,138,0,78
2014-01-02,"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,210,98,155.5
2014-01-02,"26",0,0,0,0,0,703,0,0,0,0,0,0,0,0,262.5,0,0,300
2014-01-02,"35",0,0,0,541,0,844,0,0,0,0,0,0,0,0,131,240,0,657
2014-01-02,"39",0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,90,0,460,0
2014-01-02,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0
2014-01-03,"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0
2014-01-03,"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0
2014-01-03,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"26",0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0
2014-01-03,"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0
2014-01-03,"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
2014-01-04,"07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0
2014-01-04,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0
2014-01-04,"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0
2014-01-05,"08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0
2014-01-05,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"02",0,0,0,0,0,421,0,0,0,0,0,44,0,93,0,0,0,350
2014-01-06,"03",0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826
2014-01-06,"06",0,0,0,0,0,0,0,0,0,0,0,134.5,142,0,17,0,0,178
2014-01-06,"07",0,0,0,0,155,798,0,0,0,0,0,0,0,0,0,0,0,962
2014-01-06,"08",662,0,0,0,107,0,0,0,0,0,0,0,0,150,0,0,0,182
2014-01-06,"09",0,0,0,0,0,0,0,0,0,0,0,121,0,136,16,0,0,77
2014-01-06,"12",0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,444,107.5
2014-01-06,"14",0,0,0,0,485,116,91,107,0,0,0,0,0,0,167.5,0,0,82
2014-01-06,"15",591,0,0,0,0,101,0,0,0,0,0,79,0,248,0,369,370,96
2014-01-06,"16",0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,578,0,0
2014-01-06,"17",0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,110
2014-01-06,"18",0,0,0,61,0,1137,0,0,0,0,0,0,0,0,0,0,0,76
2014-01-06,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,507,631,293
2014-01-06,"22",0,0,0,0,0,374,0,0,0,0,0,0,0,0,146.5,522,0,119
2014-01-06,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"24",0,0,0,0,906,185,71,0,0,0,0,0,0,327,102,229,269,103
2014-01-06,"25",0,20,20,0,0,0,135,0,0,0,0,0,0,79.5,220,316,339,833.5
2014-01-06,"26",0,0,0,0,0,136,0,0,0,0,83,0,0,0,0,130,113.5,108
2014-01-06,"35",0,0,0,0,0,108,0,0,0,0,0,210,66,0,356,403,559,93
2014-01-06,"39",0,0,0,95,0,43,0,0,0,0,0,0,0,0,170,0,195,0
2014-01-06,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"01",0,0,0,0,0,157.5,0,0,0,0,0,0,0,0,0,0,1110,0
2014-01-07,"02",0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,46
2014-01-07,"03",630,0,0,0,0,0,0,0,0,0,0,0,0,0,75,163,159,86
2014-01-07,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"06",0,0,0,0,0,0,0,0,0,0,0,177,90,0,0,0,0,0
2014-01-07,"07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,56
2014-01-07,"08",0,0,0,0,0,0,0,0,0,0,0,415,47,0,0,0,0,75
2014-01-07,"09",0,0,0,0,0,0,0,0,0,0,0,120,209,0,0,0,0,111
2014-01-07,"12",0,0,0,0,0,91,0,0,0,0,0,74,0,60,303,810,85,70
2014-01-07,"14",0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,1026,0,0
2014-01-07,"15",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,300,109,113
2014-01-07,"16",0,0,0,93,97,0,0,0,0,0,0,269,0,0,0,225,0,161
2014-01-07,"17",0,0,0,0,0,0,0,0,0,0,0,0,235,62,125,0,0,0
2014-01-07,"18",0,0,451,0,0,502,19,0,0,0,0,71,67,63,0,0,0,102
2014-01-07,"19",444,259,0,141,0,97,0,282,0,0,0,589.5,131,63,94,0,0,92
2014-01-07,"22",0,0,18,0,0,49,0,0,0,0,0,82,0,194,150,460,0,104
2014-01-07,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"24",0,0,185,185,230,110,0,0,0,0,0,154.5,0,0,98,160,622.5,570
2014-01-07,"25",0,0,0,0,0,76,0,0,0,0,0,0,0,0,280,173,189,61
2014-01-07,"26",0,0,0,0,0,137,0,0,0,0,0,45,0,0,263,138,0,76
2014-01-07,"35",0,0,0,0,0,59,0,0,0,0,0,0,0,0,160,218,243,1437
2014-01-07,"39",0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,173,545,392.5
2014-01-07,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-01-07,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2014-01-07,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,227.5
2014-01-08,"02",0,0,0,0,242,0,0,0,0,0,0,0,0,0,85,552,57,1105
2014-01-08,"03",0,0,0,101,0,74,0,0,0,0,0,79,136,0,199,112,539.5,222
2014-01-08,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"05",0,0,0,0,0,0,0,0,0,0,169,114,0,0,0,335,0,0
2014-01-08,"06",0,0,0,0,0,1011,0,0,0,0,207,0,125,0,0,83,86,222.5
2014-01-08,"07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0
2014-01-08,"08",0,0,0,0,0,63,0,0,0,0,0,215,0,0,111,0,0,368.5
2014-01-08,"09",0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,343,91.5
2014-01-08,"12",0,0,0,0,0,225,323,0,0,0,0,0,0,0,0,169,664.5,230
2014-01-08,"14",0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,200,297,1209.5
2014-01-08,"15",437,0,0,0,488,0,0,0,0,0,0,0,0,0,89,261.5,0,137
2014-01-08,"16",0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,236
2014-01-08,"17",0,0,0,0,0,0,0,0,0,0,0,491,0,0,88,0,109,76
2014-01-08,"18",0,0,0,102,0,0,0,0,0,0,0,449,0,0,0,0,0,101
2014-01-08,"19",445,0,0,0,0,0,0,0,0,0,0,0,139,0,0,259,197,3401
2014-01-08,"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,504.5,74,995
2014-01-08,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"24",0,0,0,0,0,518,0,0,0,0,0,91,0,0,137,128,851,154
2014-01-08,"25",0,0,0,0,0,104,0,0,0,0,0,0,0,0,60.5,170.5,199.5,2206.5
2014-01-08,"26",0,0,118,0,0,0,114,180,0,0,0,0,0,0,173,480,228,53
2014-01-08,"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,118,60,201
2014-01-08,"39",0,0,0,0,0,0,135,0,0,0,0,0,135,0,0,158,0,0
2014-01-08,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.5
2014-01-09,"02",0,0,0,0,104,0,0,0,0,0,147,89,0,0,99,0,0,118
2014-01-09,"03",0,0,0,0,0,66,0,0,0,0,0,28,0,0,131,0,1209,48
2014-01-09,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"05",0,0,0,0,0,305,273,0,0,0,0,0,0,0,0,0,0,934
2014-01-09,"06",882,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,832
2014-01-09,"07",0,0,0,0,0,106,0,0,0,0,0,121,0,0,0,0,0,0
2014-01-09,"08",0,0,0,128,0,98,0,0,0,0,0,81,0,0,0,127,0,132
2014-01-09,"09",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,146.5
2014-01-09,"12",0,0,0,0,0,0,0,0,0,0,0,122,190,0,275,328,517.5,2030
2014-01-09,"14",0,0,0,0,0,103.5,742,0,0,0,0,0,0,0,0,0,227,71
2014-01-09,"15",0,0,0,0,0,80,0,154,0,0,0,67,190,0,62,0,403,104
2014-01-09,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5
2014-01-09,"17",0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,76
2014-01-09,"18",0,0,0,0,0,339,290,0,0,0,0,0,150,0,0,161,594,87
2014-01-09,"19",0,0,322,0,0,95,0,0,0,0,0,0,0,0,246.5,0,211,1102
2014-01-09,"22",0,814,0,0,0,97,0,0,0,0,0,0,0,0,0,132.5,0,295
2014-01-09,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"24",0,308,0,124,0,0,163,0,0,0,0,39,0,0,279.5,137,137,95
2014-01-09,"25",0,0,0,0,215,585,60,354,0,0,0,101,0,103,119.5,83,280,644
2014-01-09,"26",0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,847,807,77
2014-01-09,"35",0,0,0,103,0,109,0,0,0,0,0,60,0,0,103,306,0,2574
2014-01-09,"39",0,63,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,695
2014-01-09,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,279
2014-01-09,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"01",0,0,0,0,193,0,114,0,0,0,0,34,0,0,89,0,0,131
2014-01-10,"02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.5,0,2554
2014-01-10,"03",0,0,0,0,0,83,0,0,0,0,0,0,0,0,35,325,84,153
2014-01-10,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"05",0,0,0,0,0,0,0,0,0,63,0,0,107,0,0,0,0,0
2014-01-10,"06",0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,85,629,169
2014-01-10,"07",0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,297
2014-01-10,"08",0,0,0,0,0,0,108,0,0,0,0,109,0,0,172,0,0,0
2014-01-10,"09",0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
2014-01-10,"12",0,0,0,0,0,424,331,0,0,0,0,0,0,151,0,550,0,93
2014-01-10,"14",0,0,1053,0,392,392,0,0,0,0,0,0,63,0,69,193,70,1741.5
2014-01-10,"15",0,0,0,0,0,0,0,0,0,0,0,0,119,973,52,90,0,289
2014-01-10,"16",0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,81,134
2014-01-10,"18",0,0,0,0,0,0,0,0,0,0,0,528,406,0,26,98,148,315.5
2014-01-10,"19",0,0,977,0,0,0,0,0,0,0,0,0,0,0,587,461,258,0
2014-01-10,"22",0,0,0,0,311,904,0,0,0,0,0,59.5,55,0,0,533,139,223
2014-01-10,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"24",0,0,0,0,1053,0,0,0,0,0,0,0,0,0,100,239,0,162.5
2014-01-10,"25",0,0,0,0,0,0,0,0,0,0,188,0,0,0,170,177,238,1711
2014-01-10,"26",0,108,0,0,0,108,0,0,0,0,0,51,0,0,0,0,155,115
2014-01-10,"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,727,82,276
2014-01-10,"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,798
2014-01-10,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0
2014-01-11,"08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
2014-01-11,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0
2014-01-11,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,614
2014-01-11,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0
2014-01-11,"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574
2014-01-11,"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0
2014-01-11,"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
2014-01-12,"03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
